	Unnamed: 0	trans_id	account_id	date	type	operation	amount	balance	k_symbol	bank	account	mean_income
2662	51888	3618044	2647	1993-03-31	1		164.9	40792.5	2			[ 6544.74914286]
2663	51894	776047	2647	1993-04-07	0	0.0	5303.0	23561.3	4	YZ	4161513.0	[ 6544.74914286]
2664	51895	776278	2647	1993-04-08	1	2.0	1400.0	24961.3				[ 6544.74914286]
2665	51896	775975	2647	1993-04-10	1	2.0	12015.0	36976.3				[ 6544.74914286]
2666	51904	776280	2647	1993-05-06	0	3.0	8500.0	32065.4				[ 6544.74914286]
2667	51905	776049	2647	1993-05-07	0	0.0	5303.0	26762.4	4	YZ	4161513.0	[ 6544.74914286]
2668	51906	775977	2647	1993-05-10	1	2.0	12015.0	38777.4				[ 6544.74914286]
2669	51907	3618048	2647	1993-05-30	1		158.0	38935.4	2			[ 6544.74914286]
2670	51908	776211	2647	1993-05-30	0	3.0	14.6	38920.8	1			[ 6544.74914286]
2671	51916	776282	2647	1993-06-05	0	3.0	2700.0	31662.1				[ 6544.74914286]
2672	51917	776172	2647	1993-06-06	0	3.0	3900.0	27762.1				[ 6544.74914286]
2673	51918	776051	2647	1993-06-07	0	0.0	5303.0	22459.1	4	YZ	4161513.0	[ 6544.74914286]
2674	51919	775979	2647	1993-06-10	1	2.0	12015.0	34474.1				[ 6544.74914286]
2675	51920	3618050	2647	1993-06-30	1		137.6	34611.6	2			[ 6544.74914286]
2676	51921	776213	2647	1993-06-30	0	3.0	14.6	34597.0	1			[ 6544.74914286]
2677	52305	537878	1830	1993-02-05	1	2.0	11538.0	12538.0				[ 6128.63881579]
2678	52306	538175	1830	1993-02-10	1	2.0	7700.0	20238.0				[ 6128.63881579]
2679	52311	537880	1830	1993-03-05	1	2.0	11538.0	39882.6				[ 6128.63881579]
2680	52312	538177	1830	1993-03-09	0	3.0	7900.0	31982.6				[ 6128.63881579]
2681	52313	3590887	1830	1993-03-31	1		129.2	32111.8	2			[ 6128.63881579]
2682	52317	537882	1830	1993-04-05	1	2.0	11538.0	48806.5				[ 6128.63881579]
2683	52318	537954	1830	1993-04-07	0	0.0	7692.0	41114.5	4	YZ	23603689.0	[ 6128.63881579]
2684	52319	538179	1830	1993-04-08	0	3.0	6300.0	34814.5				[ 6128.63881579]
2685	52320	538076	1830	1993-04-18	0	3.0	4080.0	30734.5				[ 6128.63881579]
2686	52321	538079	1830	1993-04-29	0	3.0	3000.0	27734.5				[ 6128.63881579]
2687	52329	537884	1830	1993-05-05	1	2.0	11538.0	39243.4				[ 6128.63881579]
2688	52330	538181	1830	1993-05-06	0	3.0	8300.0	30943.4				[ 6128.63881579]
2689	52331	537956	1830	1993-05-07	0	0.0	7692.0	23251.4	4	YZ	23603689.0	[ 6128.63881579]
2690	52332	538078	1830	1993-05-11	0	3.0	2760.0	20491.4				[ 6128.63881579]
2691	52333	3590891	1830	1993-05-30	1		93.4	20584.7	2			[ 6128.63881579]
2692	52334	538112	1830	1993-05-30	0	3.0	14.6	20570.1	1			[ 6128.63881579]
2693	52342	537886	1830	1993-06-05	1	2.0	11538.0	25889.0				[ 6128.63881579]
2694	52343	538183	1830	1993-06-05	1	2.0	1500.0	14351.0				[ 6128.63881579]
2695	52344	537958	1830	1993-06-07	0	0.0	7692.0	18197.0	4	YZ	23603689.0	[ 6128.63881579]
2696	52345	3590893	1830	1993-06-30	1		74.9	18271.9	2			[ 6128.63881579]
2697	52346	538114	1830	1993-06-30	0	3.0	14.6	18257.3	1			[ 6128.63881579]
2698	52667	1238920	4240	1993-02-08	1	1.0	27666.0	55920.0		EF	17497700.0	[ 10266.45613208]
2699	52668	1239177	4240	1993-02-10	0	3.0	14300.0	41620.0				[ 10266.45613208]
2700	52673	1238922	4240	1993-03-08	1	1.0	27666.0	74999.4		EF	17497700.0	[ 10266.45613208]
2701	52674	1239179	4240	1993-03-09	0	3.0	27300.0	47699.4				[ 10266.45613208]
2702	52675	3469154	4240	1993-03-31	1		198.1	47897.6	2			[ 10266.45613208]
2703	52681	1239181	4240	1993-04-08	0	3.0	29200.0	51969.6				[ 10266.45613208]
2704	52682	1238924	4240	1993-04-08	1	1.0	27666.0	81169.6		EF	17497700.0	[ 10266.45613208]
2705	52683	1239088	4240	1993-04-20	0	3.0	3000.0	41113.6				[ 10266.45613208]
2706	52684	1238993	4240	1993-04-20	VYBER	3.0	7856.0	44113.6				[ 10266.45613208]
2707	52685	1238990	4240	1993-04-28	VYBER	3.0	4892.0	36221.6				[ 10266.45613208]
2708	52692	1239183	4240	1993-05-06	0	3.0	18300.0	41282.2				[ 10266.45613208]
2709	52693	1238926	4240	1993-05-08	1	1.0	27666.0	68948.2		EF	17497700.0	[ 10266.45613208]
2710	52694	1238991	4240	1993-05-30	VYBER	3.0	10515.0	58710.1				[ 10266.45613208]
2711	52695	1239114	4240	1993-05-30	0	3.0	14.6	58695.5	1			[ 10266.45613208]
2712	52696	3469158	4240	1993-05-30	1		276.9	69225.1	2			[ 10266.45613208]
2713	52701	1239185	4240	1993-06-05	0	3.0	22400.0	45921.8				[ 10266.45613208]
2714	52702	1238928	4240	1993-06-08	1	1.0	27666.0	73587.8		EF	17497700.0	[ 10266.45613208]
2715	52703	1239116	4240	1993-06-30	0	3.0	14.6	73874.8	1			[ 10266.45613208]
2716	52704	3469160	4240	1993-06-30	1		301.6	73889.4	2			[ 10266.45613208]
2717	53027	577122	1965	1993-02-10	1	2.0	12200.0	12800.0				[ 11601.15198238]
2718	53032	577124	1965	1993-03-09	0	3.0	3300.0	26751.5				[ 11601.15198238]
2719	53033	576764	1965	1993-03-12	1	2.0	31254.0	58005.5				[ 11601.15198238]
2720	53034	576765	1965	1993-03-17	1	2.0	45296.0	103301.5				[ 11601.15198238]
2721	53035	576759	1965	1993-03-21	1	2.0	19471.0	122772.5				[ 11601.15198238]
2722	53036	577125	1965	1993-03-21	0	3.0	39700.0	116783.5				[ 11601.15198238]
2723	53037	577126	1965	1993-03-21	0	3.0	34000.0	82783.5				[ 11601.15198238]
2724	53038	576769	1965	1993-03-21	1	2.0	33711.0	156483.5				[ 11601.15198238]
2725	53039	576917	1965	1993-03-23	VYBER	3.0	6387.0	76396.5				[ 11601.15198238]
2726	53040	577055	1965	1993-03-31	0	3.0	100.0	76569.8	1			[ 11601.15198238]
2727	53041	3595439	1965	1993-03-31	1		273.4	76669.8	2			[ 11601.15198238]
2728	53049	576848	1965	1993-04-05	0	0.0	9541.0	31875.2	4	IJ	40902030.0	[ 11601.15198238]
2729	53050	577128	1965	1993-04-08	0	3.0	5000.0	26875.2				[ 11601.15198238]
2730	53059	576763	1965	1993-05-01	1	2.0	40486.0	102028.3				[ 11601.15198238]
2731	53060	577130	1965	1993-05-01	0	3.0	17400.0	84628.3				[ 11601.15198238]
2732	53061	576850	1965	1993-05-05	0	0.0	9541.0	75087.3	4	IJ	40902030.0	[ 11601.15198238]
2733	53062	577131	1965	1993-05-06	0	3.0	26800.0	48287.3				[ 11601.15198238]
2734	53063	577059	1965	1993-05-30	0	3.0	100.0	40819.3	1			[ 11601.15198238]
2735	53064	576921	1965	1993-05-30	VYBER	3.0	7592.0	40919.3				[ 11601.15198238]
2736	53065	3595443	1965	1993-05-30	1		224.0	48511.3	2			[ 11601.15198238]
2737	53071	577020	1965	1993-06-04	0	3.0	2100.0	72296.6				[ 11601.15198238]
2738	53072	577133	1965	1993-06-05	0	3.0	19400.0	52896.6				[ 11601.15198238]
2739	53073	576852	1965	1993-06-05	0	0.0	9541.0	43355.6	4	IJ	40902030.0	[ 11601.15198238]
2740	53074	576756	1965	1993-06-28	1	2.0	28869.0	72224.6				[ 11601.15198238]
2741	53075	577061	1965	1993-06-30	0	3.0	100.0	72365.0	1			[ 11601.15198238]
2742	53076	3595445	1965	1993-06-30	1		240.4	72465.0	2			[ 11601.15198238]
2743	53471	1657645	5622	1993-02-10	0	3.0	14900.0	43323.2				[ 11364.3247012]
2744	53472	1657162	5622	1993-02-24	1	2.0	43050.0	86373.2				[ 11364.3247012]
2745	53478	1657163	5622	1993-03-06	1	2.0	43480.0	105131.8				[ 11364.3247012]
2746	53479	1657648	5622	1993-03-06	0	3.0	30300.0	74831.8				[ 11364.3247012]
2747	53480	1657306	5622	1993-03-07	0	0.0	6327.0	68504.8	4	ST	24175644.0	[ 11364.3247012]
2748	53481	1657649	5622	1993-03-09	0	3.0	24600.0	43904.8				[ 11364.3247012]
2749	53482	1657234	5622	1993-03-11	0	3.0	7400.0	36504.8			0.0	[ 11364.3247012]
2750	53483	1657378	5622	1993-03-14	0	0.0	573.0	35931.8	 	EF	71167778.0	[ 11364.3247012]
2751	53484	1657450	5622	1993-03-15	VYBER	3.0	12595.0	23336.8				[ 11364.3247012]
2752	53485	1657171	5622	1993-03-25	1	2.0	39319.0	62655.8				[ 11364.3247012]
2753	53486	1657578	5622	1993-03-31	0	3.0	14.6	62836.7	1			[ 11364.3247012]
2754	53487	3671897	5622	1993-03-31	1		195.5	62851.3	2			[ 11364.3247012]
2755	53498	1657180	5622	1993-04-02	1	2.0	31304.0	124231.2				[ 11364.3247012]
2756	53499	1657651	5622	1993-04-02	0	3.0	15700.0	108531.2				[ 11364.3247012]
2757	53500	1657308	5622	1993-04-07	0	0.0	6327.0	102204.2	4	ST	24175644.0	[ 11364.3247012]
2758	53501	1657652	5622	1993-04-08	0	3.0	37500.0	64704.2				[ 11364.3247012]
2759	53502	1657458	5622	1993-04-11	VYBER	3.0	3587.0	61117.2				[ 11364.3247012]
2760	53503	1657543	5622	1993-04-11	0	3.0	3600.0	57517.2				[ 11364.3247012]
2761	53504	1657380	5622	1993-04-14	0	0.0	573.0	56944.2	 	EF	71167778.0	[ 11364.3247012]
2762	53505	1657236	5622	1993-04-26	0	3.0	6100.0	50844.2			0.0	[ 11364.3247012]
2763	53506	1657237	5622	1993-04-28	0	3.0	5600.0	45244.2			0.0	[ 11364.3247012]
2764	53521	1657655	5622	1993-05-06	0	3.0	10800.0	36061.8				[ 11364.3247012]
2765	53522	1657310	5622	1993-05-07	0	0.0	6327.0	29734.8	4	ST	24175644.0	[ 11364.3247012]
2766	53523	1657382	5622	1993-05-14	0	0.0	573.0	29161.8	 	EF	71167778.0	[ 11364.3247012]
2767	53524	1657176	5622	1993-05-16	1	2.0	26384.0	55545.8				[ 11364.3247012]
2768	53525	1657177	5622	1993-05-17	1	2.0	6057.0	61602.8				[ 11364.3247012]
2769	53526	1657452	5622	1993-05-18	VYBER	3.0	21945.0	39657.8				[ 11364.3247012]
2770	53527	1657238	5622	1993-05-19	0	3.0	6400.0	33257.8			0.0	[ 11364.3247012]
2771	53528	1657239	5622	1993-05-28	0	3.0	5900.0	27357.8			0.0	[ 11364.3247012]
2772	53529	1657582	5622	1993-05-30	0	3.0	14.6	27493.9	1			[ 11364.3247012]
2773	53530	3671901	5622	1993-05-30	1		150.8	27508.5	2			[ 11364.3247012]
2774	53541	1657453	5622	1993-06-02	VYBER	3.0	5469.0	45442.6				[ 11364.3247012]
2775	53542	1657175	5622	1993-06-03	1	2.0	42111.0	87553.6				[ 11364.3247012]
2776	53543	1657179	5622	1993-06-05	1	2.0	48883.0	136436.6				[ 11364.3247012]
2777	53544	1657657	5622	1993-06-05	0	3.0	50200.0	86236.6				[ 11364.3247012]
2778	53545	1657658	5622	1993-06-05	0	3.0	28100.0	58136.6				[ 11364.3247012]
2779	53546	1657312	5622	1993-06-07	0	0.0	6327.0	51809.6	4	ST	24175644.0	[ 11364.3247012]
2780	53547	1657384	5622	1993-06-14	0	0.0	573.0	51236.6	 	EF	71167778.0	[ 11364.3247012]
2781	53548	1657173	5622	1993-06-18	1	2.0	48783.0	100019.6				[ 11364.3247012]
2782	53549	1657240	5622	1993-06-18	0	3.0	6100.0	93919.6			0.0	[ 11364.3247012]
2783	53550	1657659	5622	1993-06-21	0	3.0	64400.0	56591.6				[ 11364.3247012]
2784	53551	1657155	5622	1993-06-21	1	2.0	13377.0	107296.6				[ 11364.3247012]
2785	53552	1657172	5622	1993-06-21	1	2.0	13695.0	120991.6				[ 11364.3247012]
2786	53553	1657584	5622	1993-06-30	0	3.0	14.6	56915.7	1			[ 11364.3247012]
2787	53554	3671903	5622	1993-06-30	1		338.7	56930.3	2			[ 11364.3247012]
2788	54035	434655	1477	1993-02-08	1	1.0	3151.0	7011.8		KL	92373114.0	[ 1568.17034483]
2789	54039	434657	1477	1993-03-08	1	1.0	3151.0	13340.1		KL	92373114.0	[ 1568.17034483]
2790	54040	3578975	1477	1993-03-31	1		13.1	13353.2	2			[ 1568.17034483]
2791	54044	434731	1477	1993-04-06	0	0.0	2100.0	14404.6		OP	39149236.0	[ 1568.17034483]
2792	54045	434659	1477	1993-04-08	1	1.0	3151.0	17555.6		KL	92373114.0	[ 1568.17034483]
2793	54052	434733	1477	1993-05-06	0	0.0	2100.0	16626.4		OP	39149236.0	[ 1568.17034483]
2794	54053	434839	1477	1993-05-07	0	3.0	1110.0	15516.4				[ 1568.17034483]
2795	54054	434661	1477	1993-05-08	1	1.0	3151.0	18667.4		KL	92373114.0	[ 1568.17034483]
2796	54055	3578979	1477	1993-05-30	1		77.5	18744.9	2			[ 1568.17034483]
2797	54056	434874	1477	1993-05-30	0	3.0	14.6	18730.3	1			[ 1568.17034483]
2798	54061	434735	1477	1993-06-06	0	0.0	2100.0	17748.2		OP	39149236.0	[ 1568.17034483]
2799	54062	434840	1477	1993-06-08	0	3.0	180.0	20719.2				[ 1568.17034483]
2800	54063	434663	1477	1993-06-08	1	1.0	3151.0	20899.2		KL	92373114.0	[ 1568.17034483]
2801	54064	434841	1477	1993-06-22	0	3.0	1110.0	19609.2				[ 1568.17034483]
2802	54065	3578981	1477	1993-06-30	1		84.1	19693.3	2			[ 1568.17034483]
2803	54066	434876	1477	1993-06-30	0	3.0	14.6	19678.7	1			[ 1568.17034483]
2804	54378	294483	1006	1993-02-08	1	1.0	3737.0	4737.0		WX	6088287.0	[ 1649.46513761]
2805	54379	294997	1006	1993-02-10	1	2.0	11300.0	16037.0				[ 1649.46513761]
2806	54384	294485	1006	1993-03-08	1	1.0	3737.0	25642.9		WX	6088287.0	[ 1649.46513761]
2807	54385	294999	1006	1993-03-09	0	3.0	2600.0	23042.9				[ 1649.46513761]
2808	54386	3563843	1006	1993-03-31	1		94.7	23137.6	2			[ 1649.46513761]
2809	54390	295001	1006	1993-04-08	1	2.0	100.0	28512.5				[ 1649.46513761]
2810	54391	294487	1006	1993-04-08	1	1.0	3737.0	28412.5		WX	6088287.0	[ 1649.46513761]
2811	54392	294703	1006	1993-04-08	0	0.0	60.0	28452.5	0	EF	76910799.0	[ 1649.46513761]
2812	54393	294631	1006	1993-04-10	0	0.0	2008.0	26444.5	 	EF	8671278.0	[ 1649.46513761]
2813	54394	294775	1006	1993-04-11	0	0.0	33.0	26411.5	 	KL	51874184.0	[ 1649.46513761]
2814	54405	294561	1006	1993-05-05	0	0.0	390.0	27161.2	4	YZ	28566903.0	[ 1649.46513761]
2815	54406	295003	1006	1993-05-06	0	3.0	2300.0	24861.2				[ 1649.46513761]
2816	54407	294489	1006	1993-05-08	1	1.0	3737.0	28598.2		WX	6088287.0	[ 1649.46513761]
2817	54408	294705	1006	1993-05-08	0	0.0	60.0	28538.2	0	EF	76910799.0	[ 1649.46513761]
2818	54409	294633	1006	1993-05-10	0	0.0	2008.0	26530.2	 	EF	8671278.0	[ 1649.46513761]
2819	54410	294777	1006	1993-05-11	0	0.0	33.0	26497.2	 	KL	51874184.0	[ 1649.46513761]
2820	54411	294895	1006	1993-05-20	0	3.0	1380.0	25117.2				[ 1649.46513761]
2821	54412	3563847	1006	1993-05-30	1		109.1	25226.3	2			[ 1649.46513761]
2822	54413	294934	1006	1993-05-30	0	3.0	14.6	24731.7	1			[ 1649.46513761]
2823	54414	294896	1006	1993-05-30	0	3.0	480.0	24746.3				[ 1649.46513761]
2824	54423	295005	1006	1993-06-05	0	3.0	2500.0	25678.0				[ 1649.46513761]
2825	54424	294563	1006	1993-06-05	0	0.0	390.0	25288.0	4	YZ	28566903.0	[ 1649.46513761]
2826	54425	294491	1006	1993-06-08	1	1.0	3737.0	29025.0		WX	6088287.0	[ 1649.46513761]
2827	54426	294707	1006	1993-06-08	0	0.0	60.0	28965.0	0	EF	76910799.0	[ 1649.46513761]
2828	54427	294635	1006	1993-06-10	0	0.0	2008.0	26957.0	 	EF	8671278.0	[ 1649.46513761]
2829	54428	294779	1006	1993-06-11	0	0.0	33.0	26924.0	 	KL	51874184.0	[ 1649.46513761]
2830	54429	3563849	1006	1993-06-30	1		112.9	27036.9	2			[ 1649.46513761]
2831	54430	294936	1006	1993-06-30	0	3.0	14.6	27022.3	1			[ 1649.46513761]
2832	54991	73512	244	1993-02-05	1	1.0	3972.0	4772.0		IJ	12078875.0	[ 1515.42420635]
2833	54992	73950	244	1993-02-10	1	2.0	10100.0	14872.0				[ 1515.42420635]
2834	54997	73514	244	1993-03-05	1	1.0	3972.0	26545.2		IJ	12078875.0	[ 1515.42420635]
2835	54998	73952	244	1993-03-09	0	3.0	1000.0	25545.2				[ 1515.42420635]
2836	54999	3538743	244	1993-03-31	1		103.2	25648.4	2			[ 1515.42420635]
2837	55003	73516	244	1993-04-05	1	1.0	3972.0	31705.4		IJ	12078875.0	[ 1515.42420635]
2838	55004	73732	244	1993-04-06	0	0.0	232.0	31473.4	0	GH	7008588.0	[ 1515.42420635]
2839	55005	73660	244	1993-04-07	0	0.0	226.0	31247.4	 	OP	78948193.0	[ 1515.42420635]
2840	55006	73954	244	1993-04-08	0	3.0	2100.0	29147.4				[ 1515.42420635]
2841	55007	73588	244	1993-04-10	0	0.0	2190.0	26957.4	4	MN	74832015.0	[ 1515.42420635]
2842	55021	73518	244	1993-05-05	1	1.0	3972.0	29639.3		IJ	12078875.0	[ 1515.42420635]
2843	55022	73956	244	1993-05-06	0	3.0	4100.0	25307.3				[ 1515.42420635]
2844	55023	73734	244	1993-05-06	0	0.0	232.0	29407.3	0	GH	7008588.0	[ 1515.42420635]
2845	55024	73662	244	1993-05-07	0	0.0	226.0	25081.3	 	OP	78948193.0	[ 1515.42420635]
2846	55025	73590	244	1993-05-10	0	0.0	2190.0	22891.3	4	MN	74832015.0	[ 1515.42420635]
2847	55026	73887	244	1993-05-30	0	3.0	14.6	22975.2	1			[ 1515.42420635]
2848	55027	3538747	244	1993-05-30	1		98.5	22989.8	2			[ 1515.42420635]
2849	55035	73520	244	1993-06-05	1	1.0	3972.0	27851.2		IJ	12078875.0	[ 1515.42420635]
2850	55036	73958	244	1993-06-05	1	2.0	1500.0	23879.2				[ 1515.42420635]
2851	55037	73736	244	1993-06-06	0	0.0	232.0	27619.2	0	GH	7008588.0	[ 1515.42420635]
2852	55038	73664	244	1993-06-07	0	0.0	226.0	27393.2	 	OP	78948193.0	[ 1515.42420635]
2853	55039	73592	244	1993-06-10	0	0.0	2190.0	25203.2	4	MN	74832015.0	[ 1515.42420635]
2854	55040	73889	244	1993-06-30	0	3.0	14.6	25293.1	1			[ 1515.42420635]
2855	55041	3538749	244	1993-06-30	1		104.5	25307.7	2			[ 1515.42420635]
2856	55538	2775582	9188	1993-02-07	1	1.0	12710.0	13510.0		GH	78292494.0	[ 3926.98477509]
2857	55539	2776158	9188	1993-02-10	1	2.0	3700.0	17210.0				[ 3926.98477509]
2858	55546	2775584	9188	1993-03-07	1	1.0	12710.0	40513.2		GH	78292494.0	[ 3926.98477509]
2859	55547	2776160	9188	1993-03-09	0	3.0	10200.0	30313.2				[ 3926.98477509]
2860	55548	3508713	9188	1993-03-31	1		89.3	30402.5	2			[ 3926.98477509]
2861	55549	3479192	9188	1993-03-31	1		123.0	30525.4	2			[ 3926.98477509]
2862	55554	2775730	9188	1993-04-07	0	0.0	7936.0	39743.8	4	OP	94166147.0	[ 3926.98477509]
2863	55555	2775586	9188	1993-04-07	1	1.0	12710.0	47745.8		GH	78292494.0	[ 3926.98477509]
2864	55556	2775874	9188	1993-04-07	0	0.0	66.0	47679.8	0	OP	96138745.0	[ 3926.98477509]
2865	55557	2776162	9188	1993-04-08	0	3.0	5300.0	34443.8				[ 3926.98477509]
2866	55558	2775802	9188	1993-04-09	0	0.0	471.0	33972.8	 	GH	11309677.0	[ 3926.98477509]
2867	55559	2775658	9188	1993-04-12	0	3.0	1700.0	32272.8			0.0	[ 3926.98477509]
2868	55560	2776052	9188	1993-04-21	0	3.0	12000.0	20272.8				[ 3926.98477509]
2869	55573	2776164	9188	1993-05-06	1	2.0	2100.0	22724.8				[ 3926.98477509]
2870	55574	2775588	9188	1993-05-07	1	1.0	12710.0	35434.8		GH	78292494.0	[ 3926.98477509]
2871	55575	2775732	9188	1993-05-07	0	0.0	7936.0	27498.8	4	OP	94166147.0	[ 3926.98477509]
2872	55576	2775876	9188	1993-05-07	0	0.0	66.0	27432.8	0	OP	96138745.0	[ 3926.98477509]
2873	55577	2775804	9188	1993-05-09	0	0.0	471.0	26961.8	 	GH	11309677.0	[ 3926.98477509]
2874	55578	2775660	9188	1993-05-12	0	0.0	2118.3	24843.5	6	GH	22466057.0	[ 3926.98477509]
2875	55579	3508717	9188	1993-05-30	1		79.4	24922.9	2			[ 3926.98477509]
2876	55580	3479196	9188	1993-05-30	1		99.6	25022.5	2			[ 3926.98477509]
2877	55581	2776095	9188	1993-05-30	0	3.0	14.6	25007.9	1			[ 3926.98477509]
2878	55591	2776166	9188	1993-06-05	1	2.0	1000.0	27210.2				[ 3926.98477509]
2879	55592	2775878	9188	1993-06-07	0	0.0	66.0	31918.2	0	OP	96138745.0	[ 3926.98477509]
2880	55593	2775734	9188	1993-06-07	0	0.0	7936.0	31984.2	4	OP	94166147.0	[ 3926.98477509]
2881	55594	2775590	9188	1993-06-07	1	1.0	12710.0	39920.2		GH	78292494.0	[ 3926.98477509]
2882	55595	2775806	9188	1993-06-09	0	0.0	471.0	31447.2	 	GH	11309677.0	[ 3926.98477509]
2883	55596	2775662	9188	1993-06-12	0	0.0	2118.3	29328.8	6	GH	22466057.0	[ 3926.98477509]
2884	55597	3508719	9188	1993-06-30	1		116.7	29564.0	2			[ 3926.98477509]
2885	55598	3479198	9188	1993-06-30	1		118.5	29447.3	2			[ 3926.98477509]
2886	55599	2776097	9188	1993-06-30	0	3.0	14.6	29549.4	1			[ 3926.98477509]
2887	56145	847084	2884	1993-02-10	1	2.0	8300.0	15228.5				[ 2451.55354331]
2888	56146	846796	2884	1993-02-11	1	2.0	5810.0	21038.5				[ 2451.55354331]
2889	56151	847086	2884	1993-03-09	0	3.0	3300.0	23019.2				[ 2451.55354331]
2890	56152	846798	2884	1993-03-11	1	2.0	5810.0	28829.2				[ 2451.55354331]
2891	56153	3625866	2884	1993-03-31	1		116.6	28945.8	2			[ 2451.55354331]
2892	56158	847088	2884	1993-04-08	0	3.0	4600.0	29380.3				[ 2451.55354331]
2893	56159	846872	2884	1993-04-09	0	0.0	3854.0	25526.3	4	UV	41624492.0	[ 2451.55354331]
2894	56160	846800	2884	1993-04-11	1	2.0	5810.0	31336.3				[ 2451.55354331]
2895	56168	847090	2884	1993-05-06	0	3.0	5000.0	27326.8				[ 2451.55354331]
2896	56169	846874	2884	1993-05-09	0	0.0	3854.0	23472.8	4	UV	41624492.0	[ 2451.55354331]
2897	56170	846802	2884	1993-05-11	1	2.0	5810.0	29282.8				[ 2451.55354331]
2898	56171	847021	2884	1993-05-30	0	3.0	14.6	29392.0	1			[ 2451.55354331]
2899	56172	3625870	2884	1993-05-30	1		123.8	29406.6	2			[ 2451.55354331]
2900	56178	846981	2884	1993-06-01	0	3.0	5280.0	23171.0				[ 2451.55354331]
2901	56179	847092	2884	1993-06-05	1	2.0	2100.0	25271.0				[ 2451.55354331]
2902	56180	846876	2884	1993-06-09	0	0.0	3854.0	21417.0	4	UV	41624492.0	[ 2451.55354331]
2903	56181	846804	2884	1993-06-11	1	2.0	5810.0	27227.0				[ 2451.55354331]
2904	56182	847023	2884	1993-06-30	0	3.0	14.6	27323.8	1			[ 2451.55354331]
2905	56183	3625872	2884	1993-06-30	1		111.4	27338.4	2			[ 2451.55354331]
2906	56548	333299	1134	1993-02-06	1	2.0	11970.0	12370.0				[ 4019.93823529]
2907	56549	333669	1134	1993-02-11	1	2.0	8200.0	20570.0				[ 4019.93823529]
2908	56554	333301	1134	1993-03-06	1	2.0	11970.0	39874.9				[ 4019.93823529]
2909	56555	333671	1134	1993-03-10	0	3.0	8100.0	31774.9				[ 4019.93823529]
2910	56556	3568032	1134	1993-03-31	1		127.6	31902.4	2			[ 4019.93823529]
2911	56560	333303	1134	1993-04-06	1	2.0	11970.0	51583.3				[ 4019.93823529]
2912	56561	333375	1134	1993-04-06	0	0.0	1973.0	49610.3	4	OP	83356666.0	[ 4019.93823529]
2913	56562	333673	1134	1993-04-09	0	3.0	11400.0	38210.3				[ 4019.93823529]
2914	56571	333449	1134	1993-05-05	0	0.0	6007.0	25969.2	 	ST	64548426.0	[ 4019.93823529]
2915	56572	333305	1134	1993-05-06	1	2.0	11970.0	37939.2				[ 4019.93823529]
2916	56573	333377	1134	1993-05-06	0	0.0	1973.0	35966.2	4	OP	83356666.0	[ 4019.93823529]
2917	56574	333675	1134	1993-05-07	0	3.0	4300.0	31666.2				[ 4019.93823529]
2918	56575	333606	1134	1993-05-30	0	3.0	14.6	31784.3	1			[ 4019.93823529]
2919	56576	3568036	1134	1993-05-30	1		132.7	31798.9	2			[ 4019.93823529]
2920	56584	333451	1134	1993-06-05	0	0.0	6007.0	22174.1	 	ST	64548426.0	[ 4019.93823529]
2921	56585	333677	1134	1993-06-06	0	3.0	1800.0	32344.1				[ 4019.93823529]
2922	56586	333307	1134	1993-06-06	1	2.0	11970.0	34144.1				[ 4019.93823529]
2923	56587	333379	1134	1993-06-06	0	0.0	1973.0	30371.1	4	OP	83356666.0	[ 4019.93823529]
2924	56588	333608	1134	1993-06-30	0	3.0	14.6	30481.4	1			[ 4019.93823529]
2925	56589	3568038	1134	1993-06-30	1		125.0	30496.0	2			[ 4019.93823529]
2926	57002	469894	1601	1993-02-07	1	1.0	4042.0	4542.0	5	CD	45886778.0	[ 1933.72466667]
2927	57004	469896	1601	1993-03-07	1	1.0	4042.0	12626.0	5	CD	45886778.0	[ 1933.72466667]
2928	57006	469970	1601	1993-04-07	0	0.0	2694.0	18016.0	4	AB	43843287.0	[ 1933.72466667]
2929	57007	469898	1601	1993-04-07	1	1.0	4042.0	20710.0	5	CD	45886778.0	[ 1933.72466667]
2930	57014	469972	1601	1993-05-07	0	0.0	2694.0	20823.1	4	AB	43843287.0	[ 1933.72466667]
2931	57015	469900	1601	1993-05-07	1	1.0	4042.0	23517.1	5	CD	45886778.0	[ 1933.72466667]
2932	57016	470193	1601	1993-05-07	0	3.0	100.0	20723.1				[ 1933.72466667]
2933	57017	3582901	1601	1993-05-30	1		85.7	20808.8	2			[ 1933.72466667]
2934	57018	470130	1601	1993-05-30	0	3.0	14.6	20794.2	1			[ 1933.72466667]
2935	57025	469902	1601	1993-06-07	1	1.0	4042.0	22348.3	5	CD	45886778.0	[ 1933.72466667]
2936	57026	469974	1601	1993-06-07	0	0.0	2694.0	19654.3	4	AB	43843287.0	[ 1933.72466667]
2937	57027	3582903	1601	1993-06-30	1		80.8	19735.1	2			[ 1933.72466667]
2938	57028	470132	1601	1993-06-30	0	3.0	14.6	19720.5	1			[ 1933.72466667]
2939	57328	649668	2220	1993-02-07	1	1.0	6153.0	7253.0	5	MN	42469984.0	[ 2139.35882353]
2940	57330	649670	2220	1993-03-07	1	1.0	6153.0	19559.0	5	MN	42469984.0	[ 2139.35882353]
2941	57332	649672	2220	1993-04-07	1	1.0	6153.0	31865.0	5	MN	42469984.0	[ 2139.35882353]
